Sample Rate: 128.0000,Sample Rate: 128.0000,Sample Rate: 128.0000,Sample Rate: 128.0000
0.0000091730,0.0000086570,-0.0000099110,0.0000054400
0.0000099110,0.00000078000,-0.00000019500,-0.0000023390
0.0000083530,-0.0000077830,0.0000098690,0.00000026400
0.0000048610,-0.0000094920,0.0000023220,0.0000041820
0.00000024400,-0.0000028410,-0.0000093680,-0.0000013820
-0.0000044290,0.0000063120,-0.0000043420,-0.0000048070
-0.0000080780,0.0000099060,0.0000084320,0.0000039470
-0.0000098560,0.0000047760,0.0000061590,0.0000090520
-0.0000093510,-0.0000045600,-0.0000071040,0.0000020980
-0.0000066820,-0.0000098810,-0.0000076910,0.0000014180
-0.0000024650,-0.0000064990,0.0000054460,-0.0000040970
0.0000023220,0.0000026060,0.0000088650,0.00000047300
0.0000065720,0.0000094160,-0.0000035350,0.0000024580
0.0000093000,0.0000079330,-0.0000096270,0.0000059530
0.0000098750,-0.00000053700,0.0000014590,-0.0000068020
0.0000081620,-0.0000085340,0.0000099420,-0.0000098440
0.0000045600,-0.0000090150,0.00000068300,-0.0000043610
-0.000000097000,-0.0000015560,-0.0000097950,0.00000093900
-0.0000047330,0.0000072730,-0.0000027940,-0.0000013670
-0.0000082730,0.0000096970,0.0000091920,0.0000085070
-0.0000098970,0.0000035800,0.0000047760,-0.00000061400
-0.0000092290,-0.0000056890,-0.0000081620,-0.0000065170
-0.0000064240,-0.0000099480,-0.0000065350,-0.0000067180
-0.0000021320,-0.0000054460,0.0000067540,-0.0000023320
0.0000026530,0.0000038520,0.0000079910,0.0000059850
0.0000068250,0.0000097580,-0.0000050310,-0.0000018080
0.0000094160,0.0000070700,-0.0000090760,0.0000086320
0.0000098270,-0.0000018450,0.0000030740,0.0000030460
0.0000079620,-0.0000091350,0.0000097390,-0.0000052920
0.0000042540,-0.0000083800,-0.00000097500,0.0000098100
-0.00000043900,-0.00000024400,-0.0000099490,-0.00000028300
-0.0000050310,0.0000081060,-0.0000011690,0.0000066590
-0.0000084580,0.0000093170,0.0000096970,0.0000039350
-0.0000099260,0.0000023220,0.0000032590,-0.0000042360
-0.0000090960,-0.0000067180,-0.0000089940,-0.0000031450
-0.0000061590,-0.0000098420,-0.0000051980,-0.00000072900
-0.0000017970,-0.0000042980,0.0000078740,0.0000043080
0.0000029810,0.0000050310,0.0000068960,0.0000080860
0.0000070700,0.0000099290,-0.0000063870,-0.0000013100
0.0000095210,0.0000060820,-0.0000082730,-0.0000071740
0.0000097680,-0.0000031210,0.0000046040,-0.0000092440
0.0000077530,-0.0000095760,0.0000092650,-0.0000031320
0.0000039420,-0.0000075970,-0.0000026060,0.0000045230
-0.00000078000,0.0000010720,-0.0000098270,-0.0000069120
-0.0000053230,0.0000087980,0.00000048800,-0.0000050590
-0.0000086330,0.0000087750,0.0000099320,0.0000017820
-0.0000099440,0.0000010230,0.0000016520,0.0000068590
-0.0000089520,-0.0000076290,-0.0000095760,-0.0000078190
-0.0000058870,-0.0000095630,-0.0000037170,-0.0000018110
-0.0000014590,-0.0000030740,0.0000087750,0.0000053360
0.0000033060,0.0000061210,0.0000056080,0.0000038330
0.0000073060,0.0000099260,-0.0000075660,0.00000092100
0.0000096150,0.0000049890,-0.0000072390,0.0000036300
0.0000096970,-0.0000043420,0.0000060050,0.0000049940
0.0000075340,-0.0000098490,0.0000085340,-0.0000082420
0.0000036260,-0.0000066820,-0.0000041650,0.0000015610
-0.0000011200,0.0000023700,-0.0000094320,0.0000088420
-0.0000056080,0.0000093350,0.0000021320,0.0000057260
-0.0000087980,0.0000080780,0.0000098920,-0.0000025470
-0.0000099500,-0.00000029300,0.0,0.000000020000
-0.0000087980,-0.0000084060,-0.0000098920,-0.0000016230
-0.0000056080,-0.0000091160,-0.0000021320,-0.0000073630
-0.0000011200,-0.0000017970,0.0000094320,-0.0000088110
0.0000036260,0.0000071040,0.0000041650,-0.0000014710
0.0000075340,0.0000097490,-0.0000085340,-0.0000039970
0.0000096970,0.0000038070,-0.0000060050,0.0000031120
0.0000096150,-0.0000054870,0.0000072390,-0.0000013800
0.0000073060,-0.0000099490,0.0000075660,0.0000080560
0.0000033060,-0.0000056490,-0.0000056080,-0.0000024520
-0.0000014590,0.0000036260,-0.0000087750,-0.000000051000
-0.0000058870,0.0000097080,0.0000037170,-0.0000061740
-0.0000089520,0.0000072390,0.0000095760,0.0000010600
-0.0000099440,-0.0000016040,-0.0000016520,0.0000032250
-0.0000086330,-0.0000090360,-0.0000099320,0.0000031940
-0.0000053230,-0.0000085090,-0.00000048800,-0.0000086550
-0.00000078000,-0.00000048800,0.0000098270,0.0000035180
0.0000039420,0.0000079620,0.0000026060,-0.0000097150
0.0000077530,0.0000094000,-0.0000092650,0.0000030890
0.0000097680,0.0000025590,-0.0000046040,-0.0000010830
0.0000095210,-0.0000065350,0.0000082730,0.0000078620
0.0000070700,-0.0000098750,0.0000063870,0.0000050380
0.0000029810,-0.0000045170,-0.0000068960,-0.0000076050
-0.0000017970,0.0000048190,-0.0000078740,-0.0000098870
-0.0000061590,0.0000099110,0.0000051980,0.0000053220
-0.0000090960,0.0000062740,0.0000089940,-0.0000037970
-0.0000099260,-0.0000028880,-0.0000032590,-0.0000012600
-0.0000084580,-0.0000095070,-0.0000096970,-0.0000036190
-0.0000050310,-0.0000077530,0.0000011690,-0.0000016410
-0.00000043900,0.00000082900,0.0000099490,0.0000064380
0.0000042540,0.0000086810,0.00000097500,-0.0000024460
0.0000079620,0.0000088870,-0.0000097390,0.000000076000
0.0000098270,0.0000012660,-0.0000030740,-0.0000067980
0.0000094160,-0.0000074700,0.0000090760,0.0000056840
0.0000068250,-0.0000096270,0.0000050310,0.0000041040
0.0000026530,-0.0000033060,-0.0000079910,0.0000066070
-0.0000021320,0.0000059270,-0.0000067540,-0.0000076060
-0.0000064240,0.0000099400,0.0000065350,0.0000030980
-0.0000092290,0.0000051980,0.0000081620,0.0000063370
-0.0000098970,-0.0000041210,-0.0000047760,-0.0000028360
-0.0000082730,-0.0000098110,-0.0000091920,0.0000072170
-0.0000047330,-0.0000068600,0.0000027940,-0.00000021000
-0.000000097000,0.0000021320,0.0000097950,-0.0000027900
0.0000045600,0.0000092470,-0.00000068300,0.00000086000
0.0000081620,0.0000082180,-0.0000099420,-0.0000094610
0.0000098750,-0.000000048000,-0.0000014590,0.0000012610
0.0000093000,-0.0000082730,0.0000096270,0.0000070300
0.0000065720,-0.0000092110,0.0000035350,0.0000076720
0.0000023220,-0.0000020360,-0.0000088650,0.0000084450
-0.0000024650,0.0000069310,-0.0000054460,0.0000099460
-0.0000066820,0.0000097950,0.0000076910,-0.0000034990
-0.0000093510,0.0000040320,0.0000071040,0.00000077400
-0.0000098560,-0.0000052810,-0.0000061590,-0.0000060180
-0.0000080780,-0.0000099440,-0.0000084320,-0.0000021570
-0.0000044290,-0.0000058480,0.0000043420,0.0000084430
0.00000024400,0.0000033980,0.0000093680,0.0000087730
0.0000048610,0.0000096510,-0.0000023220,-0.0000016110
0.0000083530,0.0000074050,-0.0000098690,-0.0000014450
0.0000099110,-0.0000013630,0.00000019500,0.0000011480
0.0000091730,-0.0000089310,0.0000099110,-0.0000012450
0.0000063120,-0.0000086330,0.0000019410,0.0000045360
0.0000019890,-0.00000073100,-0.0000094920,0.00000032700
-0.0000027940,0.0000078130,-0.0000039870,0.00000010400
-0.0000069310,0.0000094770,0.0000086330,0.0000081080
-0.0000094630,0.0000027940,0.0000058480,-0.00000093000
-0.0000098030,-0.0000063490,-0.0000073720,-0.0000017120
-0.0000078740,-0.0000099020,-0.0000074370,-0.0000089570
-0.0000041210,-0.0000047330,0.0000057690,-0.0000022210
0.00000058500,0.0000046040,0.0000086810,0.0000047370
0.0000051570,0.0000098860,-0.0000038970,0.0000068760
0.0000085340,0.0000064620,-0.0000095210,-0.0000079330
0.0000099350,-0.0000026530,0.0000018450,0.0000039920
0.0000090360,-0.0000094320,0.0000099190,-0.0000066660
0.0000060440,-0.0000079030,0.00000029300,-0.0000073090
0.0000016520,0.00000058500,-0.0000098560,0.0000063970
-0.0000031210,0.0000085590,-0.0000024170,-0.0000085010
-0.0000071720,0.0000089940,0.0000093350,-0.0000023610
-0.0000095630,0.0000015080,0.0000044290,0.0000063180
-0.0000097390,-0.0000073060,-0.0000083800,-0.0000049950
-0.0000076600,-0.0000096860,-0.0000062360,0.0000053100
-0.0000038070,-0.0000035350,0.0000070350,0.0000044480
0.00000092600,0.0000057290,0.0000077530,-0.0000042210
0.0000054460,0.0000099480,-0.0000053640,0.0000084470
0.0000087050,0.0000054050,-0.0000089090,0.0000040350
0.0000099480,-0.0000038970,0.0000034430,0.0000068180
0.0000088870,-0.0000097680,0.0000096510,-0.0000019430
0.0000057690,-0.0000070350,-0.0000013630,0.00000031200
0.0000013140,0.0000018930,-0.0000099450,-0.0000082790
-0.0000034430,0.0000091540,-0.00000078000,-0.0000033990
-0.0000074050,0.0000083530,0.0000097770,-0.0000076580
-0.0000096510,0.00000019500,0.0000028880,-0.0000011510
-0.0000096630,-0.0000081340,-0.0000091540,-0.0000095160
-0.0000074370,-0.0000093000,-0.0000048610,-0.0000032220
-0.0000034890,-0.0000022750,0.0000081060,-0.0000079340
0.0000012660,0.0000067540,0.0000066090,0.0000000080000
0.0000057290,0.0000098350,-0.0000066820,-0.0000067470
0.0000088650,0.0000042540,-0.0000080490,-0.0000056970
0.0000099480,-0.0000050730,0.0000049460,-0.0000023600
0.0000087280,-0.0000099320,0.0000091160,-0.00000021800
0.0000054870,-0.0000060440,-0.0000029810,-0.0000038920
0.00000097500,0.0000031670,-0.0000097580,-0.0000076630
-0.0000037620,0.0000095890,0.00000087800,0.0000088900
-0.0000076290,0.0000075660,0.0000099480,0.0000066320
-0.0000097290,-0.0000011200,0.0000012660,-0.0000091900
-0.0000095760,-0.0000088200,-0.0000096750,0.0000027860
-0.0000072060,-0.0000087510,-0.0000033520,-0.0000022970
-0.0000031670,-0.00000097500,0.0000089520,-0.0000057560
0.0000016040,0.0000076600,0.0000052810,-0.0000028540
0.0000060050,0.0000095490,-0.0000078130,-0.00000096000
0.0000090150,0.0000030280,-0.0000069660,0.000000050000
0.0000099380,-0.0000061590,0.0000063120,-0.0000064540
0.0000085590,-0.0000099230,0.0000083260,-0.0000042360
0.0000051980,-0.0000049460,-0.0000045170,0.0000080060
0.00000063400,0.0000043860,-0.0000093000,0.0000090370
-0.0000040760,0.0000098560,0.0000025120,0.0000056590
-0.0000078440,0.0000066450,0.0000098420,0.00000030600
-0.0000097950,-0.0000024170,-0.00000039000,0.0000031510
-0.0000094770,-0.0000093510,-0.0000099260,0.0000072350
-0.0000069660,-0.0000080490,-0.0000017490,-0.0000055680
-0.0000028410,0.00000034100,0.0000095490,-0.0000097410
0.0000019410,0.0000084320,0.0000038070,-0.0000034620
0.0000062740,0.0000090960,-0.0000087280,-0.00000098100
0.0000091540,0.0000017490,-0.0000056890,-0.0000016270
0.0000099150,-0.0000071380,0.0000075020,0.0000029730
0.0000083800,-0.0000097390,0.0000073060,-0.0000084400
0.0000049040,-0.0000037620,-0.0000059270,0.0000031060
0.00000029300,0.0000055270,-0.0000085840,0.0000037940
-0.0000043860,0.0000099490,0.0000040760,0.0000068150
-0.0000080490,0.0000056080,0.0000094630,-0.0000046190
-0.0000098490,-0.0000036710,-0.0000020360,0.0000052940
-0.0000093680,-0.0000097180,-0.0000099020,-0.0000029500
-0.0000067180,-0.0000072060,-0.000000097000,-0.0000068020
-0.0000025120,0.0000016520,0.0000098810,-0.0000084270
0.0000022750,0.0000090560,0.0000022270,-0.0000092020
0.0000065350,0.0000084830,-0.0000094000,-0.0000031370
0.0000092830,0.00000043900,-0.0000042540,0.0000089200
0.0000098810,-0.0000079910,0.0000084830,-0.0000076460
0.0000081900,-0.0000093840,0.0000060820,-0.0000035160
0.0000046040,-0.0000025120,-0.0000071720,0.0000070770
-0.000000048000,0.0000065720,-0.0000076290,0.0000094050
-0.0000046900,0.0000098690,0.0000055270,-0.0000086770
-0.0000082450,0.0000044730,0.0000088200,0.0000039130
-0.0000098920,-0.0000048610,-0.0000036260,0.0000091840
-0.0000092470,-0.0000099150,-0.0000096020,-0.0000094640
-0.0000064620,-0.0000062360,0.0000015560,-0.0000042010
-0.0000021800,0.0000029350,0.0000099380,-0.0000084220
0.0000026060,0.0000095210,0.00000058500,-0.0000053330
0.0000067890,0.0000077220,-0.0000098110,0.0000010920
0.0000094000,-0.00000087800,-0.0000027000,-0.00000053800
0.0000098350,-0.0000087050,0.0000092290,0.0000070330
0.0000079910,-0.0000088650,0.0000046900,-0.0000026690
0.0000042980,-0.0000012170,-0.0000082180,-0.0000040060
-0.00000039000,0.0000075020,-0.0000064620,-0.0000052190
-0.0000049890,0.0000096150,0.0000068250,0.00000024000
-0.0000084320,0.0000032590,0.0000079330,0.0000062490
-0.0000099230,-0.0000059660,-0.0000051150,0.0000079290
-0.0000091160,-0.0000099380,-0.0000090360,0.0000053630
-0.0000061980,-0.0000051570,0.0000031670,-0.0000047950
-0.0000018450,0.0000041650,0.0000097180,-0.0000019060
0.0000029350,0.0000098190,-0.0000010720,0.00000059900
0.0000070350,0.0000068250,-0.0000099500,-0.0000011150
0.0000095070,-0.0000021800,-0.0000010720,0.0000029080
0.0000097770,-0.0000092650,0.0000097180,0.0000092770
0.0000077830,-0.0000081900,0.0000031670,0.00000055400
0.0000039870,0.000000097000,-0.0000090360,-0.00000097400
-0.00000073100,0.0000083000,-0.0000051150,-0.0000060500
-0.0000052810,0.0000091920,0.0000079330,0.0000090880
-0.0000086080,0.0000019890,0.0000068250,-0.0000097700
-0.0000099420,-0.0000069660,-0.0000064620,-0.0000015830
-0.0000089730,-0.0000097860,-0.0000082180,-0.0000094140
